Timestamp,A01a,A01b,A01c,A01d,A02a,A02b,A02c,A02d,A03a,A03b,A03c,A03d,A04a,A04b,A04c,A04d,A05a,A05b,A05c,A05d,A06a,A06b,A06c,A06d,A07a,A07b,A07c,A07d,A08a,A08b,A08c,A08d
2025-03-03 04:00:00,,,,,,,,11.8,,,,,,,,,,,,,,,,,,12.5,,,,,,
2025-03-03 04:03:00,,,,,,,,11.8,,,,,,,,,,,,,,,,,,12.5,,,,,,
2025-03-03 04:06:00,,,,,,,,11.8,,,,,,,,,,,,,,,,,,12.5,,,,,,
2025-03-03 04:09:00,,,,,,,,11.8,,,,,,,,,,,,,,,,,,12.4,,,,,,
2025-03-03 04:12:00,,,,,,,,11.8,,,,,,,,,,,,,,,,,,12.4,,,,,,
2025-03-03 04:15:00,,,,,,,,11.8,,,,,,,,,,,,,,,,,,12.4,,,,,,
2025-03-03 04:18:00,,,,,,,,11.7,,,,,,,,,,,,,,,,,,12.4,,,,,,
2025-03-03 04:21:00,,,,,,,,11.7,,,,,,,,,,,,,,,,,,12.4,,,,,,
2025-03-03 04:24:00,,,,,,,,11.7,,,,,,,,,,,,,,,,,,12.3,,,,,,
2025-03-03 04:27:00,,,,,,,,11.6,,,,,,,,,,,,,,,,,,12.3,,,,,,
2025-03-03 04:30:00,,,,,,,,11.6,,,,,,,,,,,,,,,,,,12.3,,,,,,
2025-03-03 04:33:00,,,,,,,,11.6,,,,,,,,,,,,,,,,,,12.2,,,,,,
2025-03-03 04:36:00,,,,,,,,11.6,,,,,,,,,,,,,,,,,,12.2,,,,,,
2025-03-03 04:39:00,,,,,,,,11.5,,,,,,,,,,,,,,,,,,12.2,,,,,,
2025-03-03 04:42:00,,,,,,,,11.5,,,,,,,,,,,,,,,,,,12.2,,,,,,
2025-03-03 04:45:00,,,,,,,,11.5,,,,,,,,,,,,,,,,,,12.2,,,,,,
2025-03-03 04:48:00,,,,,,,,11.5,,,,,,,,,,,,,,,,,,12.1,,,,,,
2025-03-03 04:51:00,,,,,,,,11.5,,,,,,,,,,,,,,,,,,12.1,,,,,,
2025-03-03 04:54:00,,,,,,,,11.5,,,,,,,,,,,,,,,,,,12.1,,,,,,
2025-03-03 04:57:00,,,,,,,,11.4,,,,,,,,,,,,,,,,,,12.1,,,,,,
2025-03-03 05:00:00,,,,,,,,11.4,,,,,,,,,,,,,,,,,,12.1,,,,,,
2025-03-03 05:03:00,,,,,,,,11.4,,,,,,,,,,,,,,,,,,12.0,,,,,,
2025-03-03 05:06:00,,,,,,,,11.4,,,,,,,,,,,,,,,,,,12.0,,,,,,
2025-03-03 05:09:00,,,,,,,,11.4,,,,,,,,,,,,,,,,,,12.0,,,,,,
2025-03-03 05:12:00,,,,,,,,11.3,,,,,,,,,,,,,,,,,,12.0,,,,,,
2025-03-03 05:15:00,,,,,,,,11.3,,,,,,,,,,,,,,,,,,11.9,,,,,,
2025-03-03 05:18:00,,,,,,,,11.3,,,,,,,,,,,,,,,,,,11.9,,,,,,
2025-03-03 05:21:00,,,,,,,,11.2,,,,,,,,,,,,,,,,,,11.9,,,,,,
2025-03-03 05:24:00,,,,,,,,11.2,,,,,,,,,,,,,,,,,,11.8,,,,,,
2025-03-03 05:27:00,,,,,,,,11.2,,,,,,,,,,,,,,,,,,11.8,,,,,,
2025-03-03 05:30:00,,,,,,,,11.2,,,,,,,,,,,,,,,,,,11.8,,,,,,
2025-03-03 05:33:00,,,,,,,,11.2,,,,,,,,,,,,,,,,,,11.8,,,,,,
2025-03-03 05:36:00,,,,,,,,11.1,,,,,,,,,,,,,,,,,,11.8,,,,,,
2025-03-03 05:39:00,,,,,,,,11.1,,,,,,,,,,,,,,,,,,11.8,,,,,,
2025-03-03 05:42:00,,,,,,,,11.1,,,,,,,,,,,,,,,,,,11.7,,,,,,
2025-03-03 05:45:00,,,,,,,,11.1,,,,,,,,,,,,,,,,,,11.7,,,,,,
2025-03-03 05:48:00,,,,,,,,11.0,,,,,,,,,,,,,,,,,,11.7,,,,,,
2025-03-03 05:51:00,,,,,,,,11.0,,,,,,,,,,,,,,,,,,11.6,,,,,,
2025-03-03 05:54:00,,,,,,,,11.0,,,,,,,,,,,,,,,,,,11.6,,,,,,
2025-03-03 05:57:00,,,,,,,,11.0,,,,,,,,,,,,,,,,,,11.6,,,,,,
2025-03-03 06:00:00,,,,,,,,10.9,,,,,,,,,,,,,,,,,,11.6,,,,,,
2025-03-03 06:03:00,,,,,,,,10.9,,,,,,,,,,,,,,,,,,11.6,,,,,,
2025-03-03 06:06:00,,,,,,,,10.9,,,,,,,,,,,,,,,,,,11.5,,,,,,
2025-03-03 06:09:00,,,,,,,,10.9,,,,,,,,,,,,,,,,,,11.5,,,,,,
2025-03-03 06:12:00,,,,,,,,10.9,,,,,,,,,,,,,,,,,,11.5,,,,,,
2025-03-03 06:15:00,,,,,,,,10.9,,,,,,,,,,,,,,,,,,11.5,,,,,,
2025-03-03 06:18:00,,,,,,,,10.9,,,,,,,,,,,,,,,,,,11.5,,,,,,
2025-03-03 06:21:00,,,,,,,,10.9,,,,,,,,,,,,,,,,,,11.5,,,,,,
2025-03-03 06:24:00,,,,,,,,10.9,,,,,,,,,,,,,,,,,,11.5,,,,,,
2025-03-03 06:27:00,,,,,,,,10.9,,,,,,,,,,,,,,,,,,11.5,,,,,,
2025-03-03 06:30:00,,,,,,,,10.9,,,,,,,,,,,,,,,,,,11.5,,,,,,
2025-03-03 06:33:00,,,,,,,,10.9,,,,,,,,,,,,,,,,,,11.5,,,,,,
2025-03-03 06:36:00,,,,,,,,10.9,,,,,,,,,,,,,,,,,,11.5,,,,,,
2025-03-03 06:39:00,,,,,,,,10.9,,,,,,,,,,,,,,,,,,11.5,,,,,,
2025-03-03 06:42:00,,,,,,,,11.0,,,,,,,,,,,,,,,,,,11.6,,,,,,
2025-03-03 06:45:00,,,,,,,,11.0,,,,,,,,,,,,,,,,,,11.6,,,,,,
2025-03-03 06:48:00,,,,,,,,11.1,,,,,,,,,,,,,,,,,,11.6,,,,,,
2025-03-03 06:51:00,,,,,,,,11.2,,,,,,,,,,,,,,,,,,11.7,,,,,,
2025-03-03 06:54:00,,,,,,,,11.2,,,,,,,,,,,,,,,,,,11.8,,,,,,
2025-03-03 06:57:00,,,,,,,,11.3,,,,,,,,,,,,,,,,,,11.8,,,,,,
2025-03-03 07:00:00,,,,,,,,11.4,,,,,,,,,,,,,,,,,,11.9,,,,,,
2025-03-03 07:03:00,,,,,,,,11.5,,,,,,,,,,,,,,,,,,12.0,,,,,,
2025-03-03 07:06:00,,,,,,,,11.6,,,,,,,,,,,,,,,,,,12.1,,,,,,
2025-03-03 07:09:00,,,,,,,,11.7,,,,,,,,,,,,,,,,,,12.2,,,,,,
2025-03-03 07:12:00,,,,,,,,11.8,,,,,,,,,,,,,,,,,,12.3,,,,,,
2025-03-03 07:15:00,,,,,,,,12.0,,,,,,,,,,,,,,,,,,12.4,,,,,,
2025-03-03 07:18:00,,,,,,,,12.1,,,,,,,,,,,,,,,,,,12.5,,,,,,
2025-03-03 07:21:00,,,,,,,,12.2,,,,,,,,,,,,,,,,,,12.7,,,,,,
2025-03-03 07:24:00,,,,,,,,12.4,,,,,,,,,,,,,,,,,,12.8,,,,,,
2025-03-03 07:27:00,,,,,,,,12.6,,,,,,,,,,,,,,,,,,12.9,,,,,,
2025-03-03 07:30:00,,,,,,,,12.8,,,,,,,,,,,,,,,,,,13.1,,,,,,
2025-03-03 07:33:00,,,,,,,,13.0,,,,,,,,,,,,,,,,,,13.3,,,,,,
2025-03-03 07:36:00,,,,,,,,13.2,,,,,,,,,,,,,,,,,,13.5,,,,,,
2025-03-03 07:39:00,,,,,,,,13.4,,,,,,,,,,,,,,,,,,13.6,,,,,,
2025-03-03 07:42:00,,,,,,,,13.4,,,,,,,,,,,,,,,,,,13.4,,,,,,
2025-03-03 07:45:00,,,,,,,,13.3,,,,,,,,,,,,,,,,,,13.1,,,,,,
2025-03-03 07:48:00,,,,,,,,13.2,,,,,,,,,,,,,,,,,,13.0,,,,,,
2025-03-03 07:51:00,,,,,,,,13.2,,,,,,,,,,,,,,,,,,12.9,,,,,,
2025-03-03 07:54:00,,,,,,,,13.2,,,,,,,,,,,,,,,,,,12.9,,,,,,
2025-03-03 07:57:00,,,,,,,,13.3,,,,,,,,,,,,,,,,,,12.9,,,,,,
2025-03-03 08:00:00,,,,,,,,13.3,,,,,,,,,,,,,,,,,,12.9,,,,,,
2025-03-03 08:03:00,,,,,,,,13.4,,,,,,,,,,,,,,,,,,13.0,,,,,,
2025-03-03 08:06:00,,,,,,,,13.6,,,,,,,,,,,,,,,,,,13.2,,,,,,
2025-03-03 08:09:00,,,,,,,,13.9,,,,,,,,,,,,,,,,,,13.5,,,,,,
2025-03-03 08:12:00,,,,,,,,14.3,,,,,,,,,,,,,,,,,,13.7,,,,,,
2025-03-03 08:15:00,,,,,,,,14.6,,,,,,,,,,,,,,,,,,13.9,,,,,,
2025-03-03 08:18:00,,,,,,,,14.9,,,,,,,,,,,,,,,,,,14.0,,,,,,
2025-03-03 08:21:00,,,,,,,,15.1,,,,,,,,,,,,,,,,,,14.2,,,,,,
2025-03-03 08:24:00,,,,,,,,15.3,,,,,,,,,,,,,,,,,,14.4,,,,,,
2025-03-03 08:27:00,,,,,,,,15.4,,,,,,,,,,,,,,,,,,14.5,,,,,,
2025-03-03 08:30:00,,,,,,,,15.5,,,,,,,,,,,,,,,,,,14.6,,,,,,
2025-03-03 08:33:00,,,,,,,,15.6,,,,,,,,,,,,,,,,,,14.7,,,,,,
2025-03-03 08:36:00,,,,,,,,15.6,,,,,,,,,,,,,,,,,,14.7,,,,,,
2025-03-03 08:39:00,,,,,,,,15.6,,,,,,,,,,,,,,,,,,14.7,,,,,,
2025-03-03 08:42:00,,,,,,,,15.6,,,,,,,,,,,,,,,,,,14.8,,,,,,
2025-03-03 08:45:00,,,,,,,,15.7,,,,,,,,,,,,,,,,,,14.9,,,,,,
2025-03-03 08:48:00,,,,,,,,15.9,,,,,,,,,,,,,,,,,,15.0,,,,,,
2025-03-03 08:51:00,,,,,,,,16.0,,,,,,,,,,,,,,,,,,15.1,,,,,,
2025-03-03 08:54:00,,,,,,,,16.1,,,,,,,,,,,,,,,,,,15.2,,,,,,
2025-03-03 08:57:00,,,,,,,,16.3,,,,,,,,,,,,,,,,,,15.3,,,,,,
2025-03-03 09:00:00,,,,,,,,16.4,,,,,,,,,,,,,,,,,,15.4,,,,,,
2025-03-03 09:03:00,,,,,,,,16.6,,,,,,,,,,,,,,,,,,15.5,,,,,,
2025-03-03 09:06:00,,,,,,,,16.8,,,,,,,,,,,,,,,,,,15.6,,,,,,
2025-03-03 09:09:00,,,,,,,,17.0,,,,,,,,,,,,,,,,,,15.9,,,,,,
2025-03-03 09:12:00,,,,,,,,17.2,,,,,,,,,,,,,,,,,,16.1,,,,,,
2025-03-03 09:15:00,,,,,,,,17.5,,,,,,,,,,,,,,,,,,16.3,,,,,,
2025-03-03 09:18:00,,,,,,,,17.6,,,,,,,,,,,,,,,,,,16.4,,,,,,
2025-03-03 09:21:00,,,,,,,,17.7,,,,,,,,,,,,,,,,,,16.5,,,,,,
2025-03-03 09:24:00,,,,,,,,17.7,,,,,,,,,,,,,,,,,,16.5,,,,,,
2025-03-03 09:27:00,,,,,,,,17.7,,,,,,,,,,,,,,,,,,16.5,,,,,,
2025-03-03 09:30:00,,,,,,,,17.7,,,,,,,,,,,,,,,,,,16.5,,,,,,
2025-03-03 09:33:00,,,,,,,,17.6,,,,,,,,,,,,,,,,,,16.6,,,,,,
2025-03-03 09:36:00,,,,,,,,17.6,,,,,,,,,,,,,,,,,,16.6,,,,,,
2025-03-03 09:39:00,,,,,,,,17.6,,,,,,,,,,,,,,,,,,16.6,,,,,,
2025-03-03 09:42:00,,,,,,,,17.5,,,,,,,,,,,,,,,,,,16.6,,,,,,
2025-03-03 09:45:00,,,,,,,,17.5,,,,,,,,,,,,,,,,,,16.6,,,,,,
2025-03-03 09:48:00,,,,,,,,17.6,,,,,,,,,,,,,,,,,,16.7,,,,,,
2025-03-03 09:51:00,,,,,,,,17.7,,,,,,,,,,,,,,,,,,16.8,,,,,,
2025-03-03 09:54:00,,,,,,,,18.0,,,,,,,,,,,,,,,,,,17.0,,,,,,
2025-03-03 09:57:00,,,,,,,,18.2,,,,,,,,,,,,,,,,,,17.2,,,,,,
2025-03-03 10:00:00,,,,,,,,18.6,,,,,,,,,,,,,,,,,,17.5,,,,,,
2025-03-03 10:03:00,,,,,,,,19.0,,,,,,,,,,,,,,,,,,17.6,,,,,,
2025-03-03 10:06:00,,,,,,,,19.1,,,,,,,,,,,,,,,,,,17.7,,,,,,
2025-03-03 10:09:00,,,,,,,,19.3,,,,,,,,,,,,,,,,,,17.7,,,,,,
2025-03-03 10:12:00,,,,,,,,19.5,,,,,,,,,,,,,,,,,,18.0,,,,,,
2025-03-03 10:15:00,,,,,,,,19.8,,,,,,,,,,,,,,,,,,18.1,,,,,,
2025-03-03 10:18:00,,,,,,,,20.0,,,,,,,,,,,,,,,,,,18.3,,,,,,
2025-03-03 10:21:00,,,,,,,,20.2,,,,,,,,,,,,,,,,,,18.5,,,,,,
2025-03-03 10:24:00,,,,,,,,20.4,,,,,,,,,,,,,,,,,,18.6,,,,,,
2025-03-03 10:27:00,,,,,,,,20.6,,,,,,,,,,,,,,,,,,18.6,,,,,,
2025-03-03 10:30:00,,,,,,,,20.7,,,,,,,,,,,,,,,,,,18.8,,,,,,
2025-03-03 10:33:00,,,,,,,,20.9,,,,,,,,,,,,,,,,,,18.9,,,,,,
2025-03-03 10:36:00,,,,,,,,21.0,,,,,,,,,,,,,,,,,,18.9,,,,,,
2025-03-03 10:39:00,,,,,,,,21.2,,,,,,,,,,,,,,,,,,19.2,,,,,,
2025-03-03 10:42:00,,,,,,,,21.4,,,,,,,,,,,,,,,,,,19.2,,,,,,
2025-03-03 10:45:00,,,,,,,,21.4,,,,,,,,,,,,,,,,,,19.2,,,,,,
2025-03-03 10:48:00,,,,,,,,21.5,,,,,,,,,,,,,,,,,,19.2,,,,,,
2025-03-03 10:51:00,,,,,,,,21.6,,,,,,,,,,,,,,,,,,19.4,,,,,,
2025-03-03 10:54:00,,,,,,,,21.7,,,,,,,,,,,,,,,,,,19.5,,,,,,
2025-03-03 10:57:00,,,,,,,,21.8,,,,,,,,,,,,,,,,,,19.6,,,,,,
2025-03-03 11:00:00,,,,,,,,21.9,,,,,,,,,,,,,,,,,,19.6,,,,,,
2025-03-03 11:03:00,,,,,,,,22.0,,,,,,,,,,,,,,,,,,19.7,,,,,,
2025-03-03 11:06:00,,,,,,,,22.0,,,,,,,,,,,,,,,,,,19.8,,,,,,
2025-03-03 11:09:00,,,,,,,,22.1,,,,,,,,,,,,,,,,,,19.9,,,,,,
2025-03-03 11:12:00,,,,,,,,22.1,,,,,,,,,,,,,,,,,,20.0,,,,,,
2025-03-03 11:15:00,,,,,,,,22.0,,,,,,,,,,,,,,,,,,20.0,,,,,,
2025-03-03 11:18:00,,,,,,,,22.0,,,,,,,,,,,,,,,,,,20.1,,,,,,
2025-03-03 11:21:00,,,,,,,,22.0,,,,,,,,,,,,,,,,,,20.2,,,,,,
2025-03-03 11:24:00,,,,,,,,21.9,,,,,,,,,,,,,,,,,,20.2,,,,,,
2025-03-03 11:27:00,,,,,,,,22.0,,,,,,,,,,,,,,,,,,20.2,,,,,,
2025-03-03 11:30:00,,,,,,,,22.0,,,,,,,,,,,,,,,,,,20.3,,,,,,
2025-03-03 11:33:00,,,,,,,,22.1,,,,,,,,,,,,,,,,,,20.5,,,,,,
2025-03-03 11:36:00,,,,,,,,22.2,,,,,,,,,,,,,,,,,,20.6,,,,,,
2025-03-03 11:39:00,,,,,,,,22.3,,,,,,,,,,,,,,,,,,20.7,,,,,,
2025-03-03 11:42:00,,,,,,,,22.5,,,,,,,,,,,,,,,,,,20.8,,,,,,
2025-03-03 11:45:00,,,,,,,,22.5,,,,,,,,,,,,,,,,,,20.7,,,,,,
2025-03-03 11:48:00,,,,,,,,22.4,,,,,,,,,,,,,,,,,,20.6,,,,,,
2025-03-03 11:51:00,,,,,,,,22.3,,,,,,,,,,,,,,,,,,20.6,,,,,,
2025-03-03 11:54:00,,,,,,,,22.1,,,,,,,,,,,,,,,,,,20.3,,,,,,
2025-03-03 11:57:00,,,,,,,,21.9,,,,,,,,,,,,,,,,,,20.1,,,,,,
2025-03-03 12:00:00,,,,,,,,21.7,,,,,,,,,,,,,,,,,,20.0,,,,,,
2025-03-03 12:03:00,,,,,,,,21.6,,,,,,,,,,,,,,,,,,20.0,,,,,,
2025-03-03 12:06:00,,,,,,,,21.6,,,,,,,,,,,,,,,,,,20.1,,,,,,
2025-03-03 12:09:00,,,,,,,,21.7,,,,,,,,,,,,,,,,,,20.3,,,,,,
2025-03-03 12:12:00,,,,,,,,21.9,,,,,,,,,,,,,,,,,,20.4,,,,,,
2025-03-03 12:15:00,,,,,,,,21.9,,,,,,,,,,,,,,,,,,20.4,,,,,,
2025-03-03 12:18:00,,,,,,,,21.8,,,,,,,,,,,,,,,,,,20.2,,,,,,
2025-03-03 12:21:00,,,,,,,,21.6,,,,,,,,,,,,,,,,,,20.1,,,,,,
2025-03-03 12:24:00,,,,,,,,21.4,,,,,,,,,,,,,,,,,,20.0,,,,,,
2025-03-03 12:27:00,,,,,,,,21.5,,,,,,,,,,,,,,,,,,20.1,,,,,,
2025-03-03 12:30:00,,,,,,,,21.7,,,,,,,,,,,,,,,,,,20.4,,,,,,
2025-03-03 12:33:00,,,,,,,,21.9,,,,,,,,,,,,,,,,,,20.6,,,,,,
2025-03-03 12:36:00,,,,,,,,22.0,,,,,,,,,,,,,,,,,,20.7,,,,,,
2025-03-03 12:39:00,,,,,,,,22.0,,,,,,,,,,,,,,,,,,20.7,,,,,,
2025-03-03 12:42:00,,,,,,,,22.0,,,,,,,,,,,,,,,,,,20.6,,,,,,
2025-03-03 12:45:00,,,,,,,,22.0,,,,,,,,,,,,,,,,,,20.6,,,,,,
2025-03-03 12:48:00,,,,,,,,22.0,,,,,,,,,,,,,,,,,,20.6,,,,,,
2025-03-03 12:51:00,,,,,,,,22.1,,,,,,,,,,,,,,,,,,20.8,,,,,,
2025-03-03 12:54:00,,,,,,,,22.2,,,,,,,,,,,,,,,,,,20.8,,,,,,
2025-03-03 12:57:00,,,,,,,,22.2,,,,,,,,,,,,,,,,,,20.9,,,,,,
2025-03-03 13:00:00,,,,,,,,22.3,,,,,,,,,,,,,,,,,,21.0,,,,,,
2025-03-03 13:03:00,,,,,,,,22.4,,,,,,,,,,,,,,,,,,21.1,,,,,,
2025-03-03 13:06:00,,,,,,,,22.4,,,,,,,,,,,,,,,,,,21.1,,,,,,
2025-03-03 13:09:00,,,,,,,,22.4,,,,,,,,,,,,,,,,,,21.0,,,,,,
2025-03-03 13:12:00,,,,,,,,22.3,,,,,,,,,,,,,,,,,,20.9,,,,,,
2025-03-03 13:15:00,,,,,,,,22.3,,,,,,,,,,,,,,,,,,20.8,,,,,,
2025-03-03 13:18:00,,,,,,,,22.2,,,,,,,,,,,,,,,,,,20.8,,,,,,
2025-03-03 13:21:00,,,,,,,,22.2,,,,,,,,,,,,,,,,,,20.7,,,,,,
2025-03-03 13:24:00,,,,,,,,22.1,,,,,,,,,,,,,,,,,,20.6,,,,,,
